time_ms,accuracy,count_and_lower_words_decision_0,count_and_lower_words_decision_1,count_and_lower_words_threshold_0,lowering_corpus_decision_0,lowering_corpus_decision_1,lowering_corpus_threshold_0,score_term_over_docs_decision_0,score_term_over_docs_decision_1,score_term_over_docs_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
28679.027279,0.391806,0,0,0,1,1,0,2,2,0,0,0,0,0.000000,0.380000
19806.700704,0.284425,1,1,0,2,2,0,2,2,0,0,0,0,0.095575,0.380000
28199.525343,0.044643,0,0,0,1,1,0,1,1,0,1,1,0,0.335357,0.380000
22718.750891,0.005000,0,0,0,2,2,0,1,1,0,1,1,0,0.375000,0.380000
21746.738033,0.351290,1,1,0,2,2,0,0,0,0,0,0,0,0.028710,0.380000
20912.256713,0.351290,1,1,0,2,2,0,0,0,0,0,0,0,0.028710,0.380000
17897.902416,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
18029.489860,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
18152.302579,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
15953.327030,0.016667,0,0,0,3,3,0,2,2,0,1,1,0,0.363333,0.380000
15540.734056,0.298611,1,1,0,3,3,0,0,0,0,0,0,0,0.081389,0.380000
18374.107134,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
27865.961777,0.017143,0,0,0,1,1,0,0,0,0,1,1,0,0.362857,0.380000
29466.347264,0.334425,0,0,0,1,1,0,1,1,0,0,0,0,0.045575,0.380000
18111.735393,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
17958.899348,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
29798.383449,0.382222,0,0,0,1,1,0,0,0,0,0,0,0,0.000000,0.380000
17841.095545,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
17755.796228,0.365655,0,0,0,3,3,0,2,2,0,0,0,0,0.014345,0.380000
25218.713367,0.285694,0,0,0,2,2,0,2,2,0,0,0,0,0.094306,0.380000
19966.034063,0.284425,1,1,0,2,2,0,2,2,0,0,0,0,0.095575,0.380000
26871.143680,0.017143,1,1,0,0,0,0,1,1,0,1,1,0,0.362857,0.380000
24414.446950,0.285694,0,0,0,2,2,0,2,2,0,0,0,0,0.094306,0.380000
34931.292045,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
34813.822761,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
34660.892858,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
13408.705820,0.010000,1,1,0,3,3,0,1,1,0,1,1,0,0.370000,0.380000
34694.421404,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
34902.601677,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
15584.385784,0.348359,1,1,0,3,3,0,1,1,0,0,0,0,0.031641,0.380000
34768.308951,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
24798.198102,0.352282,0,0,0,2,2,0,1,1,0,0,0,0,0.027718,0.380000
34960.532089,0.376111,0,0,0,0,0,0,0,0,0,0,0,0,0.003889,0.380000
23171.419225,0.005000,0,0,0,2,2,0,1,1,0,1,1,0,0.375000,0.380000
18534.070770,0.042698,1,1,0,2,2,0,0,0,0,1,1,0,0.337302,0.380000
18628.250697,0.042698,1,1,0,2,2,0,0,0,0,1,1,0,0.337302,0.380000
22670.831848,0.031448,0,0,0,2,2,0,0,0,0,1,1,0,0.348552,0.380000
21711.172396,0.351290,1,1,0,2,2,0,0,0,0,0,0,0,0.028710,0.380000
24656.658627,0.310694,0,0,0,2,2,0,2,2,0,0,0,0,0.069306,0.380000
25082.994742,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24926.721664,0.352282,0,0,0,2,2,0,1,1,0,0,0,0,0.027718,0.380000
24903.098562,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24823.861859,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24784.470319,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24551.001593,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24732.844632,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24720.993723,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24754.730602,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24990.794850,0.425675,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
25646.352918,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24620.147597,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
22919.380168,0.032143,1,1,0,1,1,0,1,1,0,1,1,0,0.347857,0.380000
24557.959375,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
22551.073774,0.031448,0,0,0,2,2,0,0,0,0,1,1,0,0.348552,0.380000
24103.518641,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24619.911301,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24621.478497,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
25124.535347,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
20681.842384,0.345734,1,1,0,2,2,0,0,0,0,0,0,0,0.034266,0.380000
27938.260091,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
27468.865183,0.017143,0,0,0,1,1,0,0,0,0,1,1,0,0.362857,0.380000
21904.071274,0.024498,0,0,0,2,2,0,2,2,0,1,1,0,0.355502,0.380000
29667.877807,0.382222,0,0,0,1,1,0,0,0,0,0,0,0,0.000000,0.380000
28118.217560,0.415556,1,1,0,0,0,0,1,1,0,0,0,0,0.000000,0.380000
24029.863009,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
19330.013556,0.310480,0,0,0,3,3,0,0,0,0,0,0,0,0.069520,0.380000
24587.979474,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24504.997409,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
13786.594001,0.005556,1,1,0,3,3,0,1,1,0,1,1,0,0.374444,0.380000
24520.161552,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
12918.734501,0.010556,1,1,0,3,3,0,2,2,0,1,1,0,0.369444,0.380000
24484.128233,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
25423.617995,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24875.476441,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
24450.296301,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
23770.007889,0.368254,1,1,0,1,1,0,1,1,0,0,0,0,0.011746,0.380000
21934.631315,0.007143,1,1,0,1,1,0,1,1,0,1,1,0,0.372857,0.380000
24451.188363,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24860.214252,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
24754.951617,0.345734,1,1,0,1,1,0,0,0,0,0,0,0,0.034266,0.380000
31386.271276,0.025000,0,0,0,0,0,0,2,2,0,1,1,0,0.355000,0.380000
30619.484455,0.363889,0,0,0,1,1,0,0,0,0,0,0,0,0.016111,0.380000
15582.928048,0.304167,1,1,0,3,3,0,0,0,0,0,0,0,0.075833,0.380000
15412.754954,0.304167,1,1,0,3,3,0,0,0,0,0,0,0,0.075833,0.380000
29492.485477,0.363889,0,0,0,1,1,0,0,0,0,0,0,0,0.016111,0.380000
29594.113478,0.363889,0,0,0,1,1,0,0,0,0,0,0,0,0.016111,0.380000
24770.355209,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24943.618665,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24194.162267,0.352282,0,0,0,2,2,0,1,1,0,0,0,0,0.027718,0.380000
24585.393959,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24819.975480,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
25097.529738,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
28344.025520,0.355556,1,1,0,0,0,0,0,0,0,0,0,0,0.024444,0.380000
24531.901514,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24600.334469,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24555.338540,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
24795.919420,0.430337,0,0,0,2,2,0,0,0,0,0,0,0,0.000000,0.380000
